Round,Tick,Player,PlayerPosition,Velocity
15,205036,twist,"""216.53045654296875,-745.1300659179688,-91.96875""","""17.754003524780273,-214.0546112060547,0"""
15,205049,neo g2a.com,"""208.34803771972656,-1060.252197265625,-91.96875""","""-209.6472625732422,3.926758050918579,0"""
15,205064,Snax g2a.com,"""-1216.9866943359375,-1092.9632568359375,-88.2198257446289""","""210.32923889160156,53.9442253112793,0"""
15,205072,TaZ g2a.com,"""-2760.07568359375,-1139.662109375,32.03125""","""203.53402709960938,82.41094207763672,0"""
15,205082,pashaBiceps g2a.com,"""-366.9833679199219,-684.00439453125,-63.96875""","""-132.19876098632812,166.85888671875,0"""
15,205086,twist,"""262.10589599609375,-804.2002563476562,-91.96875""","""151.18136596679688,-148.77056884765625,0"""
15,205098,neo g2a.com,"""132.00201416015625,-1044.711669921875,-91.96875""","""-188.6429443359375,79.61273956298828,0"""
15,205110,TaZ g2a.com,"""-2697.281494140625,-1124.94287109375,29.89835548400879""","""207.81813049316406,78.99523162841797,0"""
15,205114,Snax g2a.com,"""-1136.2672119140625,-1052.792236328125,-84.60743713378906""","""198.28353881835938,135.2169952392578,0"""
15,205136,twist,"""319.4741516113281,-858.9307250976562,-91.96875""","""111.04483795166016,-177.413330078125,0"""
15,205142,Lekr0,"""-1095.8140869140625,-637.9827880859375,17.05881118774414""","""67.47738647460938,-163.60487365722656,0"""
15,205147,TaZ g2a.com,"""-2644.74853515625,-1081.047607421875,26.56134605407715""","""172.19725036621094,170.10888671875,0"""
15,205152,Snax g2a.com,"""-1074.11328125,-1021.40966796875,-110.79277801513672""","""208.0369110107422,108.07003784179688,0"""
15,205179,olofmeister,"""280.7921142578125,-183.73439025878906,-12.569299697875977""","""78.451904296875,-153.183837890625,0"""
15,205186,twist,"""346.6552734375,-936.4905395507812,-91.96875""","""13.797475814819336,-209.4763946533203,0"""
15,205186,TaZ g2a.com,"""-2581.039306640625,-1046.855712890625,20.465023040771484""","""233.6779327392578,88.85172271728516,0"""
15,205190,Snax g2a.com,"""-1006.5247192382812,-1000.8536987304688,-122.17239379882812""","""233.6128387451172,55.00038528442383,0"""
15,205211,TaZ g2a.com,"""-2532.884521484375,-1036.0924072265625,17.062772750854492""","""243.1392364501953,5.923098564147949,292.6183776855469"""
15,205229,olofmeister,"""297.4342956542969,-257.0455017089844,-9.96875""","""25.380300521850586,-208.56480407714844,0"""
15,205297,olofmeister,"""291.47772216796875,-369.37738037109375,-63.96875""","""-3.5113954544067383,-42.407752990722656,0"""
15,205312,TaZ g2a.com,"""-2343.602294921875,-1031.4820556640625,4.03125""","""158.7352752685547,3.8669395446777344,0"""
15,205349,TaZ g2a.com,"""-2286.764892578125,-1035.4822998046875,4.03125""","""213.79554748535156,-37.21842956542969,0"""
15,205376,neo g2a.com,"""166.57073974609375,-1069.3780517578125,-91.96875""","""195.24667358398438,-75.78987121582031,0"""
15,205385,Snax g2a.com,"""-927.73583984375,-992.7636108398438,-124.72699737548828""","""151.4524688720703,38.24320983886719,0"""
15,205399,TaZ g2a.com,"""-2204.775390625,-1015.2686767578125,3.6234726905822754""","""207.89288330078125,86.05550384521484,0"""
15,205435,Snax g2a.com,"""-870.9175415039062,-959.8599243164062,-126.50257873535156""","""161.5220184326172,95.13427734375,0"""
15,205437,TaZ g2a.com,"""-2142.04541015625,-992.3555297851562,1.5704548358917236""","""213.1329345703125,72.10652160644531,0"""
15,205475,neo g2a.com,"""251.93563842773438,-1070.767822265625,-91.96875""","""170.267822265625,2.7789225578308105,0"""
15,205475,TaZ g2a.com,"""-2077.800537109375,-981.7061157226562,0.03125""","""221.97796630859375,-13.445026397705078,0"""
15,205485,Snax g2a.com,"""-811.6434326171875,-914.04248046875,-127.72888946533203""","""169.60560607910156,96.10104370117188,0"""
15,205509,olofmeister,"""275.86822509765625,-429.2395935058594,-63.96875""","""-187.32766723632812,-67.9087142944336,0"""
15,205513,TaZ g2a.com,"""-2011.11376953125,-980.54052734375,0.03125""","""224.19248962402344,19.045255661010742,0"""
15,205535,Snax g2a.com,"""-742.3565673828125,-919.2212524414062,-127.40694427490234""","""178.7391357421875,-81.7683334350586,0"""
15,205551,TaZ g2a.com,"""-1947.124267578125,-963.9026489257812,0.03125""","""208.599609375,84.32796478271484,0"""
15,205585,Snax g2a.com,"""-672.2647705078125,-953.5424194335938,-127.75780487060547""","""180.8074951171875,-85.4906234741211,0"""
15,205589,TaZ g2a.com,"""-1885.4822998046875,-938.1729125976562,0.03125""","""207.0849151611328,87.98204040527344,0"""
15,205627,TaZ g2a.com,"""-1823.7259521484375,-912.7328491210938,0.03125""","""210.3700408935547,79.80883026123047,0"""
15,205635,Snax g2a.com,"""-600.9817504882812,-985.4952392578125,-127.96875762939453""","""184.30650329589844,-77.66020965576172,0"""
15,205647,neo g2a.com,"""334.3830871582031,-1037.415771484375,-91.96875""","""118.15967559814453,57.13215255737305,0"""
15,205665,TaZ g2a.com,"""-1769.2518310546875,-878.6747436523438,0.03125""","""119.95729064941406,169.17001342773438,0"""
15,205682,pashaBiceps g2a.com,"""-329.4288330078125,-654.6316528320312,-63.96875""","""162.95718383789062,103.38179779052734,0"""
16,212905,dennis,"""-2253.543212890625,-1630.3878173828125,-20.802135467529297""","""113.15287780761719,195.91061401367188,0"""
16,212905,Lekr0,"""-2196.447021484375,-1576.466796875,-15.107620239257812""","""38.049964904785156,235.61251831054688,0"""
16,212905,neo g2a.com,"""-467.5627136230469,2119.76171875,-227.52301025390625""","""101.71669006347656,-215.0505828857422,0"""
16,212905,TaZ g2a.com,"""-706.867431640625,2192.630126953125,-193.7345428466797""","""224.6690673828125,-78.21129608154297,0"""
16,212906,olofmeister,"""-2312.03515625,-1601.0406494140625,-18.359329223632812""","""158.96800231933594,178.4083251953125,0"""
16,212906,Snax g2a.com,"""-572.8076782226562,2150.779296875,-214.36746215820312""","""176.5625457763672,-160.63023376464844,0"""
16,212906,byali g2a.com,"""-455.1597595214844,2311.74169921875,-229.0734100341797""","""67.73593139648438,-217.91200256347656,0"""
16,212908,twist,"""-2185.981201171875,-1504.819091796875,-10.654743194580078""","""-10.305329322814941,236.71456909179688,0"""
16,212943,dennis,"""-2214.700439453125,-1572.4566650390625,-17.238948822021484""","""108.1135482788086,223.7823944091797,0"""
16,212943,Lekr0,"""-2184.718017578125,-1503.7037353515625,-10.466699600219727""","""39.2586669921875,246.89825439453125,0"""
16,212943,neo g2a.com,"""-436.24713134765625,2053.11181640625,-208.03567504882812""","""105.96219635009766,-226.43324279785156,0"""
16,212943,TaZ g2a.com,"""-637.0540161132812,2169.222900390625,-206.3367156982422""","""239.6685791015625,-71.12643432617188,0"""
16,212944,olofmeister,"""-2257.966796875,-1554.5341796875,-16.526615142822266""","""201.68287658691406,131.3791961669922,0"""
16,212944,Snax g2a.com,"""-519.6622314453125,2099.737060546875,-217.6036376953125""","""173.78323364257812,-179.7202911376953,0"""
16,212944,byali g2a.com,"""-433.82342529296875,2243.609375,-231.7404327392578""","""55.25265121459961,-243.81784057617188,0"""
16,212946,twist,"""-2193.5048828125,-1431.716552734375,-7.549673080444336""","""-42.11603546142578,246.4269256591797,0"""
16,212952,wenton,"""-2321.6455078125,-1544.378662109375,-14.71119499206543""","""193.5760498046875,89.7016830444336,0"""
16,212967,pashaBiceps g2a.com,"""-679.6738891601562,2364.061767578125,-201.00924682617188""","""133.35687255859375,-188.84735107421875,0"""
16,212981,olofmeister,"""-2225.384765625,-1504.254638671875,-13.45167350769043""","""95.08448791503906,193.34117126464844,0"""
16,212981,dennis,"""-2189.20458984375,-1502.8712158203125,-11.058940887451172""","""66.15778350830078,241.08741760253906,0"""
16,212981,Lekr0,"""-2173.408447265625,-1430.3524169921875,-6.809026718139648""","""36.29127883911133,247.35186767578125,0"""
16,212981,neo g2a.com,"""-404.8540344238281,1985.8594970703125,-182.164306640625""","""105.61902618408203,-226.593505859375,0"""
16,212981,TaZ g2a.com,"""-566.0636596679688,2151.079833984375,-215.21046447753906""","""233.23025512695312,-56.60080337524414,0"""
16,212982,Snax g2a.com,"""-470.1109619140625,2046.726318359375,-203.66966247558594""","""167.739501953125,-183.05845642089844,0"""
16,212982,byali g2a.com,"""-421.0252685546875,2172.046875,-233.3402099609375""","""37.04695510864258,-246.1425018310547,0"""
16,212984,twist,"""-2200.458984375,-1359.0224609375,-4.536369323730469""","""-33.74569320678711,247.71197509765625,0"""
16,213002,wenton,"""-2247.36572265625,-1492.93701171875,-12.133018493652344""","""215.1941375732422,91.8812026977539,0"""
16,213004,pashaBiceps g2a.com,"""-635.4518432617188,2312.598388671875,-206.5369873046875""","""159.98851013183594,-174.84246826171875,0"""
16,213019,dennis,"""-2173.148681640625,-1430.427490234375,-6.806640625""","""47.43546676635742,245.45849609375,0"""
16,213019,Lekr0,"""-2163.46630859375,-1356.803955078125,-3.96875""","""34.19021987915039,247.65101623535156,0"""
16,213019,neo g2a.com,"""-373.52044677734375,1918.5792236328125,-154.70547485351562""","""105.07154083251953,-226.847900390625,0"""
16,213019,TaZ g2a.com,"""-498.9676208496094,2123.31591796875,-223.59739685058594""","""206.7344970703125,-140.57325744628906,0"""
16,213020,Snax g2a.com,"""-425.285888671875,1987.9739990234375,-182.37603759765625""","""113.27478790283203,-222.8650360107422,0"""
16,213020,byali g2a.com,"""-406.9879150390625,2100.386474609375,-226.9552001953125""","""102.379150390625,-214.16539001464844,0"""
16,213021,twist,"""-2214.85400390625,-1286.7332763671875,-2.2832717895507812""","""-15.042303085327148,243.58853149414062,0"""
16,213042,pashaBiceps g2a.com,"""-594.9412841796875,2251.906982421875,-211.6007843017578""","""121.59370422363281,-218.43756103515625,0"""
16,213048,olofmeister,"""-2180.81787109375,-1439.224853515625,-7.730169296264648""","""143.83224487304688,117.81549072265625,0"""
16,213057,dennis,"""-2160.321533203125,-1357.3287353515625,-3.96875""","""39.863624572753906,246.8013153076172,0"""
16,213057,Lekr0,"""-2149.25,-1283.985595703125,-2.818695068359375""","""47.614906311035156,245.4237518310547,0"""
16,213057,neo g2a.com,"""-349.4768371582031,1848.5386962890625,-118.2344741821289""","""56.47538757324219,-243.5375213623047,0"""
16,213058,TaZ g2a.com,"""-456.4626159667969,2066.791748046875,-211.66827392578125""","""57.58287048339844,-228.9282684326172,0"""
16,213058,Snax g2a.com,"""-377.7003479003906,1932.8079833984375,-161.52688598632812""","""152.91464233398438,-190.32028198242188,0"""
16,213058,byali g2a.com,"""-383.369140625,2032.0572509765625,-203.96371459960938""","""49.72366714477539,-245.00521850585938,0"""
16,213059,twist,"""-2230.298828125,-1215.2757568359375,0.6703815460205078""","""-50.22475051879883,240.06015014648438,0"""
16,213081,Lekr0,"""-2144.410888671875,-1237.4532470703125,1.1942765712738037""","""14.815727233886719,248.09689331054688,292.6183776855469"""
16,213081,pashaBiceps g2a.com,"""-549.5429077148438,2201.818603515625,-217.27554321289062""","""205.88311767578125,-76.66685485839844,0"""
16,213094,neo g2a.com,"""-337.6551513671875,1775.3028564453125,-81.61650848388672""","""30.053558349609375,-248.18698120117188,0"""
16,213095,dennis,"""-2149.159423828125,-1283.9549560546875,-2.818378448486328""","""35.94246292114258,247.40280151367188,0"""
16,213095,TaZ g2a.com,"""-440.7999267578125,1998.5753173828125,-187.0455780029297""","""100.34843444824219,-225.41567993164062,0"""
16,213096,byali g2a.com,"""-372.2703857421875,1959.9862060546875,-173.2259521484375""","""30.255735397338867,-238.86672973632812,0"""
16,213096,Snax g2a.com,"""-349.22998046875,1867.3184814453125,-127.62431335449219""","""48.72875213623047,-239.87606811523438,0"""
16,213098,olofmeister,"""-2150.892333984375,-1360.2259521484375,-3.96875""","""26.190292358398438,245.27212524414062,0"""
16,213098,twist,"""-2259.466796875,-1147.69287109375,3.606647491455078""","""-129.4001007080078,213.9056396484375,0"""
16,213113,wenton,"""-2181.000244140625,-1420.817138671875,-6.31059455871582""","""73.0828857421875,190.27139282226562,0"""
16,213131,pashaBiceps g2a.com,"""-498.12109375,2135.79931640625,-223.70321655273438""","""114.8773422241211,-204.3002471923828,0"""
16,213132,neo g2a.com,"""-330.49078369140625,1703.4346923828125,-45.682403564453125""","""18.972530364990234,-245.40357971191406,0"""
16,213133,dennis,"""-2138.318115234375,-1210.5621337890625,-0.04653167724609375""","""48.4525260925293,242.36878967285156,0"""
16,213134,TaZ g2a.com,"""-391.78326416015625,1947.7066650390625,-165.7432861328125""","""180.51766967773438,-157.33680725097656,0"""
16,213134,Snax g2a.com,"""-340.7539367675781,1793.7822265625,-90.856201171875""","""20.916223526000977,-249.1234893798828,0"""
16,213134,byali g2a.com,"""-363.8828430175781,1887.822021484375,-138.4525146484375""","""26.890892028808594,-243.519775390625,0"""
16,213136,olofmeister,"""-2147.70751953125,-1286.15966796875,-2.9190711975097656""","""3.6086912155151367,249.9739532470703,0"""
16,213136,twist,"""-2303.85595703125,-1088.3311767578125,4.03125""","""-165.8719940185547,187.04673767089844,0"""
16,213163,wenton,"""-2155.344482421875,-1334.2362060546875,-3.96875""","""60.852237701416016,232.15728759765625,0"""
16,213169,pashaBiceps g2a.com,"""-464.0341491699219,2075.498291015625,-213.34889221191406""","""163.68052673339844,-182.8659210205078,0"""
16,213171,dennis,"""-2098.392822265625,-1153.162353515625,0.03125""","""176.80747985839844,170.28843688964844,0"""
16,213171,neo g2a.com,"""-325.41015625,1627.5015869140625,-7.715856552124023""","""15.290186882019043,-249.531982421875,0"""
16,213171,TaZ g2a.com,"""-343.9315490722656,1894.4722900390625,-141.2012176513672""","""150.46986389160156,-199.64674377441406,0"""
16,213172,Snax g2a.com,"""-333.6669921875,1719.904296875,-53.91718673706055""","""26.046009063720703,-248.63951110839844,0"""
16,213172,byali g2a.com,"""-356.14007568359375,1815.5013427734375,-101.71574401855469""","""24.346662521362305,-243.78729248046875,0"""
16,213174,olofmeister,"""-2141.52490234375,-1212.32763671875,-0.08432388305664062""","""52.3123664855957,244.465576171875,0"""
16,213174,twist,"""-2356.69921875,-1036.2744140625,4.03125""","""-185.91665649414062,167.1376495361328,0"""
16,213177,Lekr0,"""-2029.0079345703125,-1086.563232421875,0.03125""","""120.737548828125,140.24835205078125,0"""
16,213201,wenton,"""-2137.73681640625,-1265.1962890625,-2.1947383880615234""","""58.43596649169922,232.7772216796875,0"""
16,213206,pashaBiceps g2a.com,"""-409.7274169921875,2025.2506103515625,-199.9208526611328""","""178.8815460205078,-168.7654266357422,0"""
16,213208,neo g2a.com,"""-321.1296691894531,1555.36279296875,0.4864463806152344""","""14.533114433288574,-249.5772247314453,0"""
16,213209,dennis,"""-2042.1187744140625,-1104.9649658203125,0.03125""","""195.28240966796875,156.0922088623047,0"""
16,213209,TaZ g2a.com,"""-315.7751770019531,1826.7767333984375,-107.35346221923828""","""44.21229553222656,-246.0594940185547,0"""
16,213210,Snax g2a.com,"""-327.99847412109375,1647.5819091796875,-17.756053924560547""","""17.403535842895508,-249.39349365234375,0"""
16,213210,byali g2a.com,"""-349.45196533203125,1743.075439453125,-65.5028076171875""","""21.378427505493164,-244.06549072265625,0"""
16,213212,olofmeister,"""-2109.468017578125,-1146.14208984375,0.2703969478607178""","""152.94052124023438,197.7604522705078,0"""
16,213212,twist,"""-2412.730224609375,-987.6053466796875,3.4259700775146484""","""-190.29983520507812,162.12950134277344,0"""
16,213215,Lekr0,"""-1988.9661865234375,-1034.53515625,0.03125""","""151.55776977539062,193.15260314941406,0"""
16,213239,wenton,"""-2127.95458984375,-1195.5892333984375,0.26276540756225586""","""4.8667731285095215,239.4197540283203,0"""
16,213245,pashaBiceps g2a.com,"""-368.1723327636719,1964.818359375,-175.8614959716797""","""163.92950439453125,-185.7593231201172,0"""
16,213247,dennis,"""-1993.1832275390625,-1052.629638671875,0.03125""","""106.60694122314453,217.49169921875,0"""
16,213247,neo g2a.com,"""-316.8337707519531,1481.268310546875,0.03125""","""14.76364517211914,-249.56369018554688,0"""
16,213247,TaZ g2a.com,"""-308.9894714355469,1752.9190673828125,-70.42456817626953""","""11.168069839477539,-249.7504425048828,0"""
16,213248,Snax g2a.com,"""-322.22943115234375,1573.5882568359375,0.47509482502937317""","""17.93282699584961,-249.3560028076172,0"""
16,213248,byali g2a.com,"""-343.3287048339844,1670.5994873046875,-29.264841079711914""","""20.197128295898438,-244.16607666015625,0"""
16,213250,olofmeister,"""-2058.88818359375,-1091.907958984375,0.03125""","""179.84434509277344,173.65487670898438,0"""
16,213250,twist,"""-2469.393798828125,-939.6708374023438,2.1673030853271484""","""-191.19741821289062,161.06997680664062,0"""
16,213252,Lekr0,"""-1934.689208984375,-984.5236206054688,0.03125""","""203.6801300048828,144.9634552001953,0"""
16,213277,wenton,"""-2118.251708984375,-1125.0936279296875,1.0091514587402344""","""47.80586624145508,235.19056701660156,0"""
16,213283,pashaBiceps g2a.com,"""-337.62042236328125,1901.3333740234375,-144.6317596435547""","""63.53547668457031,-241.79173278808594,0"""
16,213284,neo g2a.com,"""-312.38983154296875,1407.1827392578125,0.03125""","""15.084623336791992,-249.5444793701172,0"""
16,213285,dennis,"""-1954.289306640625,-993.2135009765625,0.03125""","""187.76478576660156,153.77960205078125,0"""
16,213285,TaZ g2a.com,"""-319.9286193847656,1682.12451171875,-35.02729797363281""","""-28.600374221801758,-247.75146484375,0"""
16,213286,Snax g2a.com,"""-318.4853515625,1499.46875,0.03125""","""7.929171562194824,-249.8742218017578,0"""
16,213286,byali g2a.com,"""-337.3794250488281,1598.1085205078125,0.03125""","""19.945425033569336,-244.186767578125,0"""
16,213288,olofmeister,"""-2011.6019287109375,-1037.2174072265625,0.03125""","""120.93773651123047,207.67483520507812,0"""
16,213289,twist,"""-2528.1181640625,-891.1588745117188,4.908241271972656""","""-194.3798828125,157.21469116210938,0"""
16,213290,Lekr0,"""-1872.26904296875,-944.4000854492188,0.03125""","""213.81021118164062,129.55767822265625,0"""
16,213315,wenton,"""-2081.453125,-1069.08154296875,0.03125""","""177.9950714111328,155.3282470703125,0"""
16,213320,pashaBiceps g2a.com,"""-323.8041076660156,1828.4451904296875,-108.18769836425781""","""37.23279571533203,-247.21189880371094,0"""
16,213323,dennis,"""-1890.626953125,-956.2000122070312,0.03125""","""226.19979858398438,106.4596176147461,0"""
16,213323,neo g2a.com,"""-307.9198303222656,1333.3323974609375,25.815921783447266""","""14.626734733581543,-244.56298828125,0"""
16,213323,TaZ g2a.com,"""-323.9056701660156,1608.0379638671875,0.03125""","""-5.101775169372559,-249.94793701171875,0"""
16,213324,Snax g2a.com,"""-307.543701171875,1428.133544921875,0.03125""","""22.181482315063477,-238.97276306152344,0"""
16,213324,byali g2a.com,"""-323.87872314453125,1528.2547607421875,1.9744043350219727""","""45.69725799560547,-240.49400329589844,0"""
16,213326,olofmeister,"""-1959.2989501953125,-987.5004272460938,0.03125""","""211.07373046875,133.96966552734375,0"""
16,213327,twist,"""-2586.5009765625,-846.302978515625,7.682889938354492""","""-197.52940368652344,144.93838500976562,0"""
16,213329,Lekr0,"""-1808.6468505859375,-907.0748291015625,0.03125""","""187.8203582763672,151.28448486328125,0"""
16,213353,wenton,"""-2029.245361328125,-1022.6284790039062,0.03125""","""164.80438232421875,166.9059295654297,0"""
16,213358,pashaBiceps g2a.com,"""-316.0769348144531,1754.6705322265625,-71.30035400390625""","""13.071292877197266,-249.65805053710938,0"""
16,213360,neo g2a.com,"""-304.28826904296875,1260.6903076171875,74.24394226074219""","""9.24052619934082,-244.82568359375,0"""
16,213361,dennis,"""-1834.4197998046875,-912.0410766601562,0.03125""","""211.8662109375,124.3976821899414,0"""
16,213361,TaZ g2a.com,"""-319.53570556640625,1535.4378662109375,0.03125""","""80.12541961669922,-223.198974609375,0"""
16,213362,Snax g2a.com,"""-305.4073486328125,1355.4091796875,11.098026275634766""","""-0.487122505903244,-249.99952697753906,0"""
16,213362,byali g2a.com,"""-317.63580322265625,1455.87939453125,0.03125""","""4.866419792175293,-244.95166015625,0"""
16,213363,olofmeister,"""-1895.640625,-953.3690185546875,0.03125""","""224.16748046875,110.6749267578125,0"""
16,213365,twist,"""-2646.514404296875,-803.369384765625,14.584339141845703""","""-201.23440551757812,144.62672424316406,0"""
16,213367,Lekr0,"""-1754.9498291015625,-862.239990234375,0.03125""","""166.1640167236328,127.65644073486328,0"""
16,213391,wenton,"""-1969.5576171875,-992.13916015625,0.03125""","""228.7003173828125,39.822166442871094,0"""
16,213397,pashaBiceps g2a.com,"""-313.78814697265625,1678.536865234375,-33.233489990234375""","""4.441943645477295,-249.96054077148438,0"""
16,213399,dennis,"""-1773.243408203125,-879.8531494140625,0.03125""","""231.78651428222656,50.51227569580078,0"""
16,213399,neo g2a.com,"""-302.4610900878906,1187.9808349609375,122.71694946289062""","""3.0894088745117188,-244.9805145263672,0"""
16,213400,TaZ g2a.com,"""-307.6277160644531,1461.4820556640625,0.03125""","""15.879002571105957,-249.49520874023438,0"""
16,213400,Snax g2a.com,"""-306.71490478515625,1281.2066650390625,60.56636047363281""","""-9.416625022888184,-249.8225860595703,0"""
16,213400,byali g2a.com,"""-317.127197265625,1383.405029296875,0.03125""","""30.163806915283203,-234.3579864501953,0"""
16,213401,olofmeister,"""-1830.9359130859375,-917.0819702148438,0.03125""","""212.79202270507812,131.22329711914062,0"""
16,213403,twist,"""-2707.239501953125,-760.7340087890625,12.895832061767578""","""-205.52728271484375,142.3324737548828,0"""
16,213416,Lekr0,"""-1675.6988525390625,-861.619140625,0.03125""","""237.25204467773438,0.40221166610717773,0"""
16,213429,wenton,"""-1924.322265625,-968.7250366210938,0.03125""","""27.070068359375,148.9954376220703,0"""
16,213435,pashaBiceps g2a.com,"""-312.8086853027344,1606.277587890625,0.03125""","""2.787048101425171,-249.9844512939453,0"""
16,213437,dennis,"""-1726.767578125,-869.1227416992188,0.03125""","""198.75877380371094,-18.806583404541016,0"""
16,213437,neo g2a.com,"""-303.3092346191406,1115.260986328125,128.03125""","""-10.196386337280273,-244.78773498535156,0"""
16,213437,TaZ g2a.com,"""-305.2620544433594,1389.2613525390625,0.03125""","""3.8745687007904053,-249.96998596191406,0"""
16,213438,Snax g2a.com,"""-309.7721252441406,1207.052001953125,110.00282287597656""","""-14.646336555480957,-249.57058715820312,0"""
16,213438,byali g2a.com,"""-305.0236511230469,1313.6112060546875,38.963348388671875""","""15.13387680053711,-244.53213500976562,0"""
16,213439,olofmeister,"""-1768.6282958984375,-877.79541015625,0.03125""","""130.5660858154297,184.131103515625,0"""
16,213441,twist,"""-2768.39501953125,-718.6818237304688,9.032395362854004""","""-205.9734344482422,141.68606567382812,0"""
16,213448,Snax g2a.com,"""-311.3378601074219,1187.585205078125,123.99510955810547""","""-23.9468936920166,-248.85044860839844,292.6183776855469"""
16,213454,Lekr0,"""-1602.5672607421875,-854.7838745117188,-11.96875""","""247.5832977294922,34.67728042602539,0"""
16,213473,pashaBiceps g2a.com,"""-312.0498046875,1532.0634765625,0.03125""","""2.407076358795166,-249.98841857910156,0"""
16,213475,neo g2a.com,"""-309.21807861328125,1042.7872314453125,128.03125""","""-28.39808464050293,-243.34861755371094,0"""
16,213475,TaZ g2a.com,"""-304.609130859375,1315.04541015625,38.007240295410156""","""1.2226797342300415,-249.99700927734375,0"""
16,213476,byali g2a.com,"""-304.3590393066406,1240.8997802734375,87.43766784667969""","""-5.409583568572998,-244.94027709960938,0"""
16,213478,olofmeister,"""-1713.3680419921875,-849.3507080078125,0.03125""","""204.29510498046875,-33.050636291503906,0"""
16,213479,twist,"""-2829.52294921875,-676.5888061523438,6.660211563110352""","""-205.864990234375,141.84356689453125,0"""
16,213487,dennis,"""-1635.3936767578125,-860.9796752929688,0.03125""","""246.862548828125,39.48271942138672,0"""
16,213492,Lekr0,"""-1529.1917724609375,-843.6355590820312,-11.96875""","""246.86683654785156,39.4558219909668,0"""
16,213510,pashaBiceps g2a.com,"""-310.8533630371094,1458.2689208984375,0.03125""","""42.40921401977539,-237.42738342285156,0"""
16,213510,byali g2a.com,"""-306.5081481933594,1175.8580322265625,130.3417510986328""","""-9.85206413269043,-244.8018341064453,292.6183776855469"""
16,213513,TaZ g2a.com,"""-305.07489013671875,1240.832763671875,87.48235321044922""","""-7.366628646850586,-249.89144897460938,0"""
16,213517,twist,"""-2890.634033203125,-634.4727783203125,1.03125""","""-205.842529296875,141.87612915039062,0"""
16,213525,dennis,"""-1562.2794189453125,-848.2315673828125,-11.96875""","""245.9383087158203,44.88153839111328,0"""
16,213528,olofmeister,"""-1627.3624267578125,-871.7708740234375,-11.96875""","""243.38357543945312,3.2052066326141357,0"""
16,213530,Lekr0,"""-1456.062255859375,-830.9755859375,-14.965080261230469""","""245.90328979492188,45.07298278808594,0"""
16,213549,pashaBiceps g2a.com,"""-302.162841796875,1386.0078125,0.03125""","""-0.3098832070827484,-249.9998016357422,0"""
16,213551,TaZ g2a.com,"""-323.45404052734375,1172.3375244140625,128.03125""","""-76.16680908203125,-230.2341766357422,0"""
16,213555,twist,"""-2951.743896484375,-592.3518676757812,1.1683762073516846""","""-205.837890625,141.88284301757812,0"""
16,213563,dennis,"""-1489.305419921875,-834.697021484375,-12.03762149810791""","""245.7335205078125,45.98948287963867,0"""
16,213563,neo g2a.com,"""-422.3455505371094,944.9535522460938,16.03125""","""-275.3974304199219,-22.049694061279297,0"""
16,213565,olofmeister,"""-1554.21044921875,-861.7023315429688,-11.96875""","""244.667724609375,51.358585357666016,0"""
16,213568,Lekr0,"""-1383.0447998046875,-817.6857299804688,-26.81670570373535""","""246.81739807128906,39.76400375366211,0"""
16,213576,Snax g2a.com,"""-377.7611389160156,947.6781005859375,16.613847732543945""","""-299.436767578125,-74.63208770751953,0"""
16,213586,pashaBiceps g2a.com,"""-305.47802734375,1311.87451171875,40.12119674682617""","""-14.931647300720215,-249.55368041992188,0"""
16,213589,TaZ g2a.com,"""-329.14581298828125,1102.07421875,128.03125""","""69.6113510131836,-222.32315063476562,0"""
16,213593,twist,"""-3012.853759765625,-550.2304077148438,15.461753845214844""","""-205.83692932128906,141.88424682617188,0"""
16,213601,dennis,"""-1416.3614501953125,-821.0003662109375,-20.50529670715332""","""245.69056701660156,46.218421936035156,0"""
16,213604,olofmeister,"""-1481.973876953125,-844.6809692382812,-12.638937950134277""","""242.55372619628906,60.56142807006836,0"""
16,213606,Lekr0,"""-1310.1181640625,-807.5621337890625,-39.3886604309082""","""237.83863830566406,58.68117904663086,0"""
16,213615,neo g2a.com,"""-495.7821044921875,912.2393798828125,16.03125""","""-187.87400817871094,-143.75181579589844,0"""
16,213624,pashaBiceps g2a.com,"""-311.1679992675781,1237.8828125,89.44898986816406""","""-25.29596710205078,-248.71693420410156,0"""
16,213627,TaZ g2a.com,"""-296.7671813964844,1037.9111328125,128.03125""","""80.59864044189453,-227.78952026367188,0"""
16,213628,Snax g2a.com,"""-449.0118103027344,927.0201416015625,16.03125""","""-202.8706512451172,-107.31301879882812,0"""
16,213631,twist,"""-3077.051025390625,-517.6886596679688,32.03125""","""-223.18505859375,101.91468048095703,0"""
16,213639,dennis,"""-1343.783203125,-810.4512939453125,-31.83448028564453""","""239.94039916992188,-7.491024971008301,0"""
16,213640,byali g2a.com,"""-373.153564453125,949.002685546875,16.03125""","""-206.91641235351562,-164.64572143554688,0"""
16,213641,olofmeister,"""-1409.864990234375,-827.1157836914062,-21.70808219909668""","""243.62765502929688,56.085384368896484,0"""
16,213644,Lekr0,"""-1236.7459716796875,-806.3917846679688,-58.525299072265625""","""248.07716369628906,-18.893217086791992,0"""
16,213653,neo g2a.com,"""-550.665283203125,865.774658203125,16.03125""","""-193.23097229003906,-150.621337890625,0"""
16,213658,pashaBiceps g2a.com,"""-318.2166748046875,1173.817138671875,130.3417510986328""","""-28.460712432861328,-248.3746795654297,292.6183776855469"""
